agent_id,state,location,battery_level,money,carrying,nearby_agents
agent_9,Foraging,[19 23],74,50.0,False,7
agent_0,Returning to Base,[19 21],26,100.0,True,7
agent_1,Returning to Base,[17 24],26,50.0,False,6
agent_2,Foraging,[19 18],74,50.0,False,6
agent_3,Foraging,[11 23],68,50.0,False,1
agent_4,Returning to Base,[19 24],26,100.0,False,6
agent_5,Returning to Base,[28 28],26,50.0,True,0
agent_6,Foraging,[14 20],74,50.0,False,7
agent_7,Foraging,[20 19],69,50.0,False,6
agent_8,Foraging,[18 20],72,50.0,False,7
agent_9,Foraging,[18 23],73,50.0,False,7
agent_0,Returning to Base,[19 20],25,100.0,True,7
agent_1,Returning to Base,[17 23],25,50.0,False,7
agent_2,Foraging,[18 18],73,50.0,False,6
agent_3,Foraging,[11 24],67,50.0,False,1
agent_4,Returning to Base,[19 23],25,100.0,False,7
agent_5,Returning to Base,[28 27],25,50.0,True,0
agent_6,Foraging,[14 21],73,50.0,False,6
agent_7,Foraging,[20 20],68,50.0,False,6
agent_8,Foraging,[17 20],71,50.0,False,7
agent_9,Foraging,[18 24],72,50.0,False,7
agent_0,Foraging,[20 20],80,100.0,False,6
agent_1,Returning to Base,[17 22],24,50.0,False,7
agent_2,Foraging,[18 19],72,50.0,False,7
agent_3,Foraging,[11 25],66,50.0,False,2
agent_4,Returning to Base,[19 22],24,100.0,False,7
agent_5,Returning to Base,[27 27],24,50.0,True,0
agent_6,Foraging,[14 22],72,50.0,False,7
agent_7,Foraging,[20 21],67,50.0,False,6
agent_8,Foraging,[16 20],70,50.0,False,7
agent_9,Foraging,[17 24],71,50.0,False,7
agent_0,Foraging,[19 20],79,100.0,False,7
agent_1,Returning to Base,[18 22],23,50.0,False,7
agent_2,Foraging,[18 20],71,50.0,False,7
agent_3,Returning to Base,[10 25],65,50.0,True,2
agent_4,Returning to Base,[19 21],23,100.0,False,7
agent_5,Returning to Base,[26 27],23,50.0,True,0
agent_6,Foraging,[14 23],71,50.0,False,6
agent_7,Foraging,[20 22],66,50.0,False,6
agent_8,Foraging,[15 20],69,50.0,False,8
agent_9,Foraging,[16 24],70,50.0,False,8
agent_0,Foraging,[20 20],78,100.0,False,5
agent_1,Returning to Base,[19 22],22,50.0,False,6
agent_2,Foraging,[18 21],70,50.0,False,7
agent_3,Returning to Base,[11 25],64,50.0,True,3
agent_4,Returning to Base,[19 20],22,100.0,False,6
agent_5,Returning to Base,[26 26],22,50.0,True,0
agent_6,Foraging,[13 23],70,50.0,False,4
agent_7,Foraging,[20 23],65,50.0,False,6
agent_8,Foraging,[14 20],68,50.0,False,5
agent_9,Foraging,[15 24],69,50.0,False,7
agent_0,Foraging,[21 20],77,100.0,False,4
agent_1,Returning to Base,[19 21],21,50.0,False,6
agent_2,Foraging,[18 22],69,50.0,False,7
agent_3,Returning to Base,[12 25],63,50.0,True,3
agent_4,Foraging,[20 20],80,50.0,False,4
agent_5,Returning to Base,[25 26],21,50.0,True,2
agent_6,Foraging,[13 24],69,50.0,False,4
agent_7,Foraging,[20 24],64,50.0,False,5
agent_8,Foraging,[14 21],67,50.0,False,5
agent_9,Foraging,[14 24],68,50.0,False,5
agent_0,Foraging,[20 20],76,100.0,False,4
agent_1,Returning to Base,[19 20],20,50.0,False,5
agent_2,Foraging,[18 21],68,50.0,False,7
agent_3,Returning to Base,[13 25],62,50.0,True,4
agent_4,Foraging,[20 21],79,50.0,False,5
agent_5,Returning to Base,[24 26],20,50.0,True,2
agent_6,Foraging,[12 24],68,50.0,False,3
agent_7,Foraging,[20 25],63,50.0,False,5
agent_8,Foraging,[14 22],66,50.0,False,5
agent_9,Foraging,[13 24],67,50.0,False,4
agent_0,Foraging,[20 20],75,100.0,False,4
agent_1,Foraging,[20 20],80,0.0,False,4
agent_2,Foraging,[18 20],67,50.0,False,5
agent_3,Returning to Base,[14 25],61,50.0,True,5
agent_4,Foraging,[19 21],78,50.0,False,7
agent_5,Returning to Base,[24 25],19,50.0,True,3
agent_6,Foraging,[12 25],67,50.0,False,3
agent_7,Foraging,[20 26],62,50.0,False,2
agent_8,Foraging,[14 23],65,50.0,False,6
agent_9,Foraging,[12 24],66,50.0,False,3
agent_0,Foraging,[21 20],74,100.0,False,4
agent_1,Foraging,[19 20],79,0.0,False,5
agent_2,Foraging,[18 19],66,50.0,False,5
agent_3,Returning to Base,[14 24],60,50.0,True,5
agent_4,Foraging,[18 21],77,50.0,False,5
agent_5,Returning to Base,[24 24],18,50.0,True,2
agent_6,Foraging,[12 26],66,50.0,False,4
agent_7,Foraging,[20 27],61,50.0,False,2
agent_8,Foraging,[13 23],64,50.0,False,6
agent_9,Foraging,[12 25],65,50.0,False,4
agent_0,Foraging,[21 19],73,100.0,False,4
agent_1,Foraging,[18 20],78,0.0,False,5
agent_2,Foraging,[18 18],65,50.0,False,3
agent_3,Returning to Base,[15 24],59,50.0,True,6
agent_4,Foraging,[17 21],76,50.0,False,6
agent_5,Returning to Base,[24 23],17,50.0,True,2
agent_6,Returning to Base,[11 26],65,50.0,True,3
agent_7,Foraging,[20 28],60,50.0,False,2
agent_8,Foraging,[13 24],63,50.0,False,5
agent_9,Foraging,[12 26],64,50.0,False,3
agent_0,Foraging,[21 18],72,100.0,False,4
agent_1,Foraging,[17 20],77,0.0,False,5
agent_2,Foraging,[18 17],64,50.0,False,3
agent_3,Returning to Base,[16 24],58,50.0,True,7
agent_4,Foraging,[18 21],75,50.0,False,6
agent_5,Returning to Base,[23 23],16,50.0,True,2
agent_6,Returning to Base,[11 26],64,50.0,True,2
agent_7,Foraging,[20 29],59,50.0,False,1
agent_8,Foraging,[13 25],62,50.0,False,5
agent_9,Returning to Base,[12 27],63,50.0,True,3
agent_0,Foraging,[21 19],71,100.0,False,5
agent_1,Foraging,[16 20],76,0.0,False,4
agent_2,Foraging,[18 16],63,50.0,False,3
agent_3,Returning to Base,[17 24],57,50.0,True,7
agent_4,Foraging,[18 20],74,50.0,False,5
agent_5,Returning to Base,[23 22],15,50.0,True,2
agent_6,Returning to Base,[12 26],63,50.0,True,4
agent_7,Foraging,[19 29],58,50.0,False,0
agent_8,Foraging,[13 26],61,50.0,False,5
agent_9,Returning to Base,[13 27],62,50.0,True,4
agent_0,Foraging,[21 20],70,100.0,False,5
agent_1,Foraging,[16 21],75,0.0,False,6
agent_2,Foraging,[18 15],62,50.0,False,1
agent_3,Exchanging,[17 23],56,50.0,True,7
agent_4,Foraging,[18 19],73,50.0,False,5
agent_5,Exchanging,[22 22],14,50.0,True,4
agent_6,Returning to Base,[12 25],62,50.0,True,4
agent_7,Foraging,[18 29],57,50.0,False,3
agent_8,Foraging,[14 26],60,50.0,False,5
agent_9,Returning to Base,[13 26],61,50.0,True,5
agent_0,Foraging,[21 21],69,100.0,False,4
agent_1,Foraging,[17 21],74,0.0,False,6
agent_2,Foraging,[18 14],61,50.0,False,1
agent_3,Exchanging,[17 22],55,50.0,False,7
agent_4,Foraging,[18 18],72,50.0,False,5
agent_5,Exchanging,[21 22],13,50.0,True,4
agent_6,Returning to Base,[13 25],61,50.0,True,5
agent_7,Foraging,[17 29],56,50.0,False,3
agent_8,Foraging,[14 27],59,50.0,False,4
agent_9,Returning to Base,[14 26],60,50.0,True,5
agent_0,Foraging,[22 21],68,100.0,False,4
agent_1,Foraging,[18 21],73,0.0,False,6
agent_2,Foraging,[18 13],60,50.0,False,0
agent_3,Exchanging,[18 22],54,50.0,False,6
agent_4,Foraging,[18 19],71,50.0,False,5
agent_5,Exchanging,[20 22],12,20.75,True,4
agent_6,Returning to Base,[14 25],60,50.0,True,5
agent_7,Foraging,[16 29],55,50.0,False,3
agent_8,Foraging,[14 28],58,50.0,False,3
agent_9,Returning to Base,[13 26],59,50.0,True,4
agent_0,Foraging,[22 22],67,100.0,False,4
agent_1,Foraging,[17 21],72,0.0,False,6
agent_2,Foraging,[18 14],59,50.0,False,1
agent_3,Foraging,[19 22],53,79.25,False,6
agent_4,Foraging,[17 19],70,50.0,False,5
agent_5,Returning to Base,[20 21],11,20.75,True,5
agent_6,Returning to Base,[15 25],59,50.0,True,6
agent_7,Foraging,[15 29],54,50.0,False,3
agent_8,Returning to Base,[13 28],57,50.0,True,3
agent_9,Returning to Base,[14 26],58,50.0,True,5
agent_0,Foraging,[22 23],66,100.0,False,2
agent_1,Foraging,[16 21],71,0.0,False,5
agent_2,Foraging,[18 15],58,50.0,False,2
agent_3,Foraging,[18 22],52,79.25,False,7
agent_4,Foraging,[16 19],69,50.0,False,5
agent_5,Foraging,[20 20],80,20.75,False,6
agent_6,Returning to Base,[15 24],58,50.0,True,7
agent_7,Foraging,[14 29],53,50.0,False,3
agent_8,Returning to Base,[13 27],56,50.0,True,4
agent_9,Returning to Base,[15 26],57,50.0,True,6
agent_0,Foraging,[22 24],65,100.0,False,2
agent_1,Foraging,[15 21],70,0.0,False,7
agent_2,Foraging,[18 16],57,50.0,False,3
agent_3,Foraging,[17 22],51,79.25,False,8
agent_4,Foraging,[15 19],68,50.0,False,5
agent_5,Foraging,[20 21],79,20.75,False,5
agent_6,Returning to Base,[16 24],57,50.0,True,7
agent_7,Returning to Base,[13 29],52,50.0,True,2
agent_8,Returning to Base,[13 26],55,50.0,True,5
agent_9,Returning to Base,[15 25],56,50.0,True,6
agent_0,Foraging,[22 25],64,100.0,False,1
agent_1,Foraging,[14 21],69,0.0,False,6
agent_2,Foraging,[18 17],56,50.0,False,4
agent_3,Foraging,[16 22],50,79.25,False,7
agent_4,Foraging,[14 19],67,50.0,False,5
agent_5,Foraging,[20 22],78,20.75,False,5
agent_6,Returning to Base,[16 23],56,50.0,True,8
agent_7,Returning to Base,[13 28],51,50.0,True,3
agent_8,Returning to Base,[14 26],54,50.0,True,5
agent_9,Returning to Base,[15 24],55,50.0,True,6
agent_0,Foraging,[22 26],63,100.0,False,2
agent_1,Foraging,[13 21],68,0.0,False,6
agent_2,Foraging,[18 18],55,50.0,False,5
agent_3,Foraging,[16 21],49,79.25,False,7
agent_4,Foraging,[14 18],66,50.0,False,5
agent_5,Foraging,[20 23],77,20.75,False,4
agent_6,Returning to Base,[17 23],55,50.0,True,7
agent_7,Returning to Base,[13 27],50,50.0,True,3
agent_8,Returning to Base,[14 25],53,50.0,True,5
agent_9,Returning to Base,[15 23],54,50.0,True,6
agent_0,Foraging,[22 27],62,100.0,False,2
agent_1,Foraging,[12 21],67,0.0,False,4
agent_2,Foraging,[18 17],54,50.0,False,2
agent_3,Foraging,[15 21],48,79.25,False,7
agent_4,Foraging,[14 17],65,50.0,False,3
agent_5,Foraging,[20 24],76,20.75,False,5
agent_6,Returning to Base,[18 23],54,50.0,True,6
agent_7,Returning to Base,[14 27],49,50.0,True,5
agent_8,Returning to Base,[15 25],52,50.0,True,6
agent_9,Returning to Base,[16 23],53,50.0,True,6
agent_0,Foraging,[22 28],61,100.0,False,2
agent_1,Foraging,[12 22],66,0.0,False,4
agent_2,Foraging,[18 16],53,50.0,False,1
agent_3,Foraging,[15 22],47,79.25,False,6
agent_4,Foraging,[14 16],64,50.0,False,1
agent_5,Foraging,[20 25],75,20.75,False,5
agent_6,Returning to Base,[18 22],53,50.0,True,5
agent_7,Returning to Base,[15 27],48,50.0,True,6
agent_8,Returning to Base,[15 24],51,50.0,True,6
agent_9,Returning to Base,[17 23],52,50.0,True,6
agent_0,Foraging,[22 29],60,100.0,False,1
agent_1,Foraging,[12 23],65,0.0,False,4
agent_2,Foraging,[18 15],52,50.0,False,1
agent_3,Foraging,[14 22],46,79.25,False,6
agent_4,Foraging,[14 15],63,50.0,False,1
agent_5,Foraging,[19 25],74,20.75,False,5
agent_6,Returning to Base,[19 22],52,50.0,True,4
agent_7,Returning to Base,[15 26],47,50.0,True,6
agent_8,Returning to Base,[16 24],50,50.0,True,6
agent_9,Returning to Base,[17 22],51,50.0,True,5
agent_0,Foraging,[22 30],59,100.0,False,1
agent_1,Foraging,[11 23],64,0.0,False,2
agent_2,Foraging,[18 14],51,50.0,False,1
agent_3,Foraging,[13 22],45,79.25,False,5
agent_4,Foraging,[14 14],62,50.0,False,1
agent_5,Foraging,[18 25],73,20.75,False,4
agent_6,Returning to Base,[19 21],51,50.0,True,4
agent_7,Returning to Base,[15 25],46,50.0,True,6
agent_8,Returning to Base,[17 24],49,50.0,True,5
agent_9,Returning to Base,[18 22],50,50.0,True,4
agent_0,Foraging,[22 31],58,100.0,False,0
agent_1,Foraging,[10 23],63,0.0,False,1
agent_2,Foraging,[18 13],50,50.0,False,1
agent_3,Foraging,[12 22],44,79.25,False,4
agent_4,Foraging,[14 13],61,50.0,False,1
agent_5,Foraging,[17 25],72,20.75,False,4
agent_6,Returning to Base,[19 20],50,50.0,True,4
agent_7,Returning to Base,[16 25],45,50.0,True,5
agent_8,Returning to Base,[17 23],48,50.0,True,4
agent_9,Returning to Base,[19 22],49,50.0,True,4
agent_0,Foraging,[22 32],57,100.0,False,0
agent_1,Foraging,[10 24],62,0.0,False,1
agent_2,Foraging,[18 12],49,50.0,False,1
agent_3,Foraging,[11 22],43,79.25,False,2
agent_4,Foraging,[14 12],60,50.0,False,1
agent_5,Foraging,[17 25],71,20.75,False,4
agent_6,Foraging,[20 20],49,100.0,False,4
agent_7,Returning to Base,[16 24],44,50.0,True,5
agent_8,Returning to Base,[17 22],47,50.0,True,4
agent_9,Returning to Base,[19 21],48,50.0,True,4
agent_0,Foraging,[21 32],56,100.0,False,0
agent_1,Foraging,[ 9 24],61,0.0,False,1
agent_2,Foraging,[18 11],48,50.0,False,1
agent_3,Foraging,[11 23],42,79.25,False,3
agent_4,Foraging,[14 11],59,50.0,False,1
agent_5,Foraging,[16 25],70,20.75,False,5
agent_6,Foraging,[19 20],48,100.0,False,4
agent_7,Returning to Base,[16 23],43,50.0,True,5
agent_8,Returning to Base,[18 22],46,50.0,True,4
agent_9,Returning to Base,[20 21],47,50.0,True,4
agent_0,Foraging,[20 32],55,100.0,False,0
agent_1,Returning to Base,[ 9 25],60,0.0,True,1
agent_2,Foraging,[18 10],47,50.0,False,1
agent_3,Foraging,[11 24],41,79.25,False,2
agent_4,Foraging,[14 10],58,50.0,False,1
agent_5,Foraging,[15 25],69,20.75,False,6
agent_6,Foraging,[18 20],47,100.0,False,4
agent_7,Returning to Base,[17 23],42,50.0,True,4
agent_8,Returning to Base,[19 22],45,50.0,True,4
agent_9,Foraging,[20 20],46,100.0,False,3
agent_0,Foraging,[19 32],54,100.0,False,0
agent_1,Returning to Base,[10 25],59,0.0,True,2
agent_2,Foraging,[18  9],46,50.0,False,1
agent_3,Returning to Base,[11 25],40,79.25,False,2
agent_4,Foraging,[14  9],57,50.0,False,1
agent_5,Foraging,[14 25],68,20.75,False,5
agent_6,Foraging,[17 20],46,100.0,False,5
agent_7,Returning to Base,[18 23],41,50.0,True,4
agent_8,Returning to Base,[19 21],44,50.0,True,3
agent_9,Foraging,[20 21],45,100.0,False,3
agent_0,Foraging,[18 32],53,100.0,False,0
agent_1,Returning to Base,[ 9 25],58,0.0,True,2
agent_2,Foraging,[18  8],45,50.0,False,1
agent_3,Returning to Base,[12 25],39,79.25,False,3
agent_4,Foraging,[14  8],56,50.0,False,1
agent_5,Foraging,[13 25],67,20.75,False,4
agent_6,Foraging,[16 20],45,100.0,False,4
agent_7,Returning to Base,[18 22],40,50.0,True,3
agent_8,Returning to Base,[19 20],43,50.0,True,3
agent_9,Foraging,[20 22],44,100.0,False,3
agent_0,Foraging,[17 32],52,100.0,False,0
agent_1,Returning to Base,[10 25],57,0.0,True,3
agent_2,Foraging,[18  7],44,50.0,False,1
agent_3,Returning to Base,[12 26],38,79.25,False,2
agent_4,Foraging,[14  7],55,50.0,False,1
agent_5,Foraging,[12 25],66,20.75,False,3
agent_6,Foraging,[15 20],44,100.0,False,5
agent_7,Returning to Base,[19 22],39,50.0,True,3
agent_8,Foraging,[20 20],42,100.0,False,2
agent_9,Foraging,[20 23],43,100.0,False,2
agent_0,Foraging,[16 32],51,100.0,False,0
agent_1,Returning to Base,[11 25],56,0.0,True,3
agent_2,Foraging,[19  7],43,50.0,False,1
agent_3,Returning to Base,[13 26],37,79.25,False,2
agent_4,Foraging,[14  8],54,50.0,False,0
agent_5,Foraging,[12 25],65,20.75,False,3
agent_6,Foraging,[14 20],43,100.0,False,4
agent_7,Returning to Base,[19 21],38,50.0,True,3
agent_8,Foraging,[19 20],41,100.0,False,2
agent_9,Foraging,[19 23],42,100.0,False,3
agent_0,Foraging,[15 32],50,100.0,False,0
agent_1,Returning to Base,[11 26],55,0.0,True,2
agent_2,Foraging,[20  7],42,50.0,False,0
agent_3,Returning to Base,[14 26],36,79.25,False,3
agent_4,Foraging,[14  9],53,50.0,False,0
agent_5,Foraging,[11 25],64,20.75,False,3
agent_6,Foraging,[13 20],42,100.0,False,1
agent_7,Returning to Base,[20 21],37,50.0,True,3
agent_8,Returning to Base,[18 20],40,100.0,False,2
agent_9,Foraging,[19 24],41,100.0,False,3
agent_0,Returning to Base,[14 32],49,100.0,True,0
agent_1,Returning to Base,[12 26],54,0.0,True,3
agent_2,Foraging,[21  7],41,50.0,False,0
agent_3,Returning to Base,[15 26],35,79.25,False,4
agent_4,Foraging,[14 10],52,50.0,False,0
agent_5,Foraging,[11 26],63,20.75,False,3
agent_6,Foraging,[12 20],41,100.0,False,1
agent_7,Foraging,[20 20],80,50.0,False,3
agent_8,Returning to Base,[19 20],39,100.0,False,3
agent_9,Returning to Base,[19 25],40,100.0,False,2
agent_0,Returning to Base,[14 31],48,100.0,True,2
agent_1,Returning to Base,[13 26],53,0.0,True,3
agent_2,Returning to Base,[22  7],40,50.0,False,0
agent_3,Returning to Base,[15 25],34,79.25,False,6
agent_4,Foraging,[14 11],51,50.0,False,0
agent_5,Returning to Base,[10 26],62,20.75,True,2
agent_6,Returning to Base,[11 20],40,100.0,False,1
agent_7,Foraging,[20 19],79,50.0,False,2
agent_8,Foraging,[20 20],80,50.0,False,3
agent_9,Returning to Base,[19 24],39,100.0,False,3
agent_0,Returning to Base,[14 30],47,100.0,True,3
agent_1,Returning to Base,[14 26],52,0.0,True,4
agent_2,Returning to Base,[22  8],39,50.0,False,0
agent_3,Returning to Base,[16 25],33,79.25,False,6
agent_4,Foraging,[14 12],50,50.0,False,0
agent_5,Returning to Base,[11 26],61,20.75,True,3
agent_6,Returning to Base,[12 20],39,100.0,False,2
agent_7,Foraging,[20 18],78,50.0,False,2
agent_8,Foraging,[19 20],79,50.0,False,4
agent_9,Returning to Base,[19 23],38,100.0,False,3
agent_0,Returning to Base,[14 29],46,100.0,True,3
agent_1,Returning to Base,[14 25],51,0.0,True,6
agent_2,Returning to Base,[22  9],38,50.0,False,0
agent_3,Returning to Base,[16 24],32,79.25,False,6
agent_4,Foraging,[13 12],49,50.0,False,0
agent_5,Exchanging,[12 26],60,20.75,True,3
agent_6,Returning to Base,[13 20],38,100.0,False,3
agent_7,Foraging,[20 17],77,50.0,False,2
agent_8,Foraging,[18 20],78,50.0,False,5
agent_9,Returning to Base,[19 22],37,100.0,False,4
agent_0,Returning to Base,[14 28],45,100.0,True,3
agent_1,Returning to Base,[15 25],50,0.0,True,6
agent_2,Returning to Base,[22 10],37,50.0,False,0
agent_3,Exchanging,[16 23],31,79.25,False,6
agent_4,Foraging,[12 12],48,50.0,False,0
agent_5,Exchanging,[13 26],59,20.75,False,3
agent_6,Returning to Base,[14 20],37,100.0,False,5
agent_7,Foraging,[20 16],76,50.0,False,4
agent_8,Foraging,[17 20],77,50.0,False,6
agent_9,Returning to Base,[19 21],36,100.0,False,4
agent_0,Returning to Base,[14 27],44,100.0,True,3
agent_1,Returning to Base,[16 25],49,0.0,True,6
agent_2,Returning to Base,[22 11],36,50.0,False,1
agent_3,Exchanging,[15 23],30,79.25,False,6
agent_4,Foraging,[11 12],47,50.0,False,0
agent_5,Exchanging,[13 25],58,20.75,False,5
agent_6,Returning to Base,[15 20],36,100.0,False,6
agent_7,Foraging,[20 15],75,50.0,False,3
agent_8,Foraging,[16 20],76,50.0,False,6
agent_9,Returning to Base,[20 21],35,100.0,False,4
agent_0,Returning to Base,[14 26],43,100.0,True,3
agent_1,Returning to Base,[16 24],48,0.0,True,6
agent_2,Returning to Base,[22 12],35,50.0,False,1
agent_3,Exchanging,[14 23],29,79.25,False,5
agent_4,Foraging,[12 12],46,50.0,False,0
agent_5,Exchanging,[13 24],57,30.875,False,5
agent_6,Returning to Base,[15 20],35,100.0,False,7
agent_7,Foraging,[20 16],74,50.0,False,4
agent_8,Foraging,[17 20],75,50.0,False,7
agent_9,Foraging,[20 20],80,50.0,False,4
agent_0,Returning to Base,[14 25],42,100.0,True,5
agent_1,Exchanging,[16 23],47,0.0,True,6
agent_2,Returning to Base,[22 13],34,50.0,False,1
agent_3,Exchanging,[13 23],28,69.125,True,5
agent_4,Foraging,[13 12],45,50.0,False,0
agent_5,Foraging,[13 25],56,30.875,False,5
agent_6,Returning to Base,[16 20],34,100.0,False,6
agent_7,Foraging,[21 16],73,50.0,False,4
agent_8,Foraging,[18 20],74,50.0,False,6
agent_9,Foraging,[20 21],79,50.0,False,5
agent_0,Returning to Base,[15 25],41,100.0,True,6
agent_1,Exchanging,[17 23],46,0.0,False,6
agent_2,Returning to Base,[22 14],33,50.0,False,1
agent_3,Exchanging,[14 23],27,69.125,True,5
agent_4,Foraging,[14 12],44,50.0,False,0
agent_5,Foraging,[13 26],55,30.875,False,3
agent_6,Returning to Base,[17 20],33,100.0,False,7
agent_7,Foraging,[22 16],72,50.0,False,3
agent_8,Foraging,[19 20],73,50.0,False,7
agent_9,Foraging,[20 22],78,50.0,False,5
agent_0,Returning to Base,[16 25],40,100.0,True,6
agent_1,Exchanging,[16 23],45,13.5,False,6
agent_2,Returning to Base,[22 15],32,50.0,False,3
agent_3,Returning to Base,[15 23],26,55.625,True,6
agent_4,Foraging,[15 12],43,50.0,False,0
agent_5,Foraging,[12 26],54,30.875,False,3
agent_6,Returning to Base,[18 20],32,100.0,False,7
agent_7,Foraging,[23 16],71,50.0,False,3
agent_8,Foraging,[20 20],72,50.0,False,7
agent_9,Foraging,[20 23],77,50.0,False,5
agent_0,Exchanging,[16 24],39,100.0,True,6
agent_1,Foraging,[17 23],44,13.5,False,5
agent_2,Returning to Base,[22 16],31,50.0,False,3
agent_3,Exchanging,[16 23],25,55.625,True,6
agent_4,Foraging,[16 12],42,50.0,False,0
agent_5,Foraging,[11 26],53,30.875,False,2
agent_6,Returning to Base,[19 20],31,100.0,False,7
agent_7,Foraging,[23 15],70,50.0,False,3
agent_8,Foraging,[21 20],71,50.0,False,6
agent_9,Foraging,[20 24],76,50.0,False,5
agent_0,Exchanging,[16 25],38,116.875,False,5
agent_1,Foraging,[17 24],43,13.5,False,5
agent_2,Returning to Base,[22 17],30,50.0,False,4
agent_3,Returning to Base,[16 24],24,38.75,True,5
agent_4,Foraging,[17 12],41,50.0,False,0
agent_5,Returning to Base,[11 27],52,30.875,True,0
agent_6,Foraging,[20 20],80,50.0,False,6
agent_7,Foraging,[23 14],69,50.0,False,2
agent_8,Foraging,[22 20],70,50.0,False,6
agent_9,Foraging,[21 24],75,50.0,False,5
agent_0,Returning to Base,[17 25],37,116.875,False,5
agent_1,Foraging,[17 23],42,13.5,False,6
agent_2,Returning to Base,[22 18],29,50.0,False,5
agent_3,Returning to Base,[17 24],23,38.75,True,5
agent_4,Returning to Base,[18 12],40,50.0,False,1
agent_5,Exchanging,[12 27],51,30.875,True,3
agent_6,Foraging,[19 20],79,50.0,False,5
agent_7,Foraging,[23 13],68,50.0,False,2
agent_8,Foraging,[23 20],69,50.0,False,3
agent_9,Foraging,[21 23],74,50.0,False,6
agent_0,Returning to Base,[17 26],36,116.875,False,4
agent_1,Foraging,[17 22],41,13.5,False,6
agent_2,Returning to Base,[21 18],28,50.0,False,6
agent_3,Exchanging,[17 23],22,38.75,True,6
agent_4,Returning to Base,[18 13],39,50.0,False,1
agent_5,Exchanging,[13 27],50,30.875,False,3
agent_6,Foraging,[18 20],78,50.0,False,5
agent_7,Foraging,[23 12],67,50.0,False,1
agent_8,Foraging,[24 20],68,50.0,False,2
agent_9,Foraging,[21 22],73,50.0,False,6
agent_0,Returning to Base,[17 25],35,116.875,False,5
agent_1,Returning to Base,[16 22],40,13.5,False,6
agent_2,Returning to Base,[21 19],27,50.0,False,6
agent_3,Exchanging,[17 24],21,38.75,True,6
agent_4,Returning to Base,[18 14],38,50.0,False,2
agent_5,Exchanging,[14 27],49,30.875,False,3
agent_6,Foraging,[17 20],77,50.0,False,6
agent_7,Foraging,[23 11],66,50.0,False,1
agent_8,Foraging,[25 20],67,50.0,False,2
agent_9,Foraging,[21 21],72,50.0,False,6
agent_0,Returning to Base,[16 25],34,116.875,False,5
agent_1,Returning to Base,[17 22],39,13.5,False,6
agent_2,Returning to Base,[20 19],26,50.0,False,5
agent_3,Exchanging,[17 25],20,38.75,True,6
agent_4,Returning to Base,[18 15],37,50.0,False,4
agent_5,Exchanging,[15 27],48,30.875,False,3
agent_6,Foraging,[16 20],76,50.0,False,5
agent_7,Foraging,[23 10],65,50.0,False,0
agent_8,Foraging,[26 20],66,50.0,False,1
agent_9,Foraging,[21 20],71,50.0,False,4
agent_0,Returning to Base,[16 24],33,116.875,False,6
agent_1,Returning to Base,[18 22],38,13.5,False,6
agent_2,Foraging,[20 20],80,0.0,False,5
agent_3,Exchanging,[17 26],19,38.75,True,3
agent_4,Returning to Base,[18 16],36,50.0,False,3
agent_5,Exchanging,[16 27],47,51.125,False,3
agent_6,Foraging,[15 20],75,50.0,False,3
agent_7,Foraging,[23  9],64,50.0,False,0
agent_8,Foraging,[27 20],65,50.0,False,0
agent_9,Foraging,[21 19],70,50.0,False,4
agent_0,Returning to Base,[17 24],32,116.875,False,5
agent_1,Returning to Base,[19 22],37,13.5,False,6
agent_2,Foraging,[21 20],79,0.0,False,4
agent_3,Returning to Base,[17 27],18,18.5,True,2
agent_4,Returning to Base,[18 17],35,50.0,False,4
agent_5,Foraging,[16 28],46,51.125,False,2
agent_6,Foraging,[14 20],74,50.0,False,3
agent_7,Foraging,[23  8],63,50.0,False,0
agent_8,Foraging,[28 20],64,50.0,False,0
agent_9,Foraging,[21 18],69,50.0,False,4
agent_0,Returning to Base,[17 23],31,116.875,False,6
agent_1,Returning to Base,[19 21],36,13.5,False,5
agent_2,Foraging,[21 21],78,0.0,False,5
agent_3,Returning to Base,[17 26],17,18.5,True,4
agent_4,Returning to Base,[18 18],34,50.0,False,5
agent_5,Foraging,[15 28],45,51.125,False,1
agent_6,Foraging,[13 20],73,50.0,False,2
agent_7,Foraging,[23  7],62,50.0,False,0
agent_8,Foraging,[28 21],63,50.0,False,0
agent_9,Foraging,[21 17],68,50.0,False,4
agent_0,Returning to Base,[17 22],30,116.875,False,5
agent_1,Returning to Base,[20 21],35,13.5,False,5
agent_2,Foraging,[21 22],77,0.0,False,4
agent_3,Returning to Base,[17 25],16,18.5,True,5
agent_4,Returning to Base,[19 18],33,50.0,False,4
agent_5,Foraging,[14 28],44,51.125,False,1
agent_6,Foraging,[12 20],72,50.0,False,1
agent_7,Foraging,[23  6],61,50.0,False,0
agent_8,Foraging,[28 22],62,50.0,False,0
agent_9,Foraging,[21 16],67,50.0,False,2
agent_0,Returning to Base,[18 22],29,116.875,False,4
agent_1,Returning to Base,[20 20],34,13.5,False,5
agent_2,Foraging,[22 22],76,0.0,False,4
agent_3,Returning to Base,[17 24],15,18.5,True,4
agent_4,Returning to Base,[19 19],32,50.0,False,5
agent_5,Foraging,[13 28],43,51.125,False,1
agent_6,Foraging,[11 20],71,50.0,False,0
agent_7,Foraging,[23  5],60,50.0,False,0
agent_8,Foraging,[28 23],61,50.0,False,1
agent_9,Foraging,[21 15],66,50.0,False,2
